name,roaster,roast,loc_country,origin,100g_USD,rating,mes,ano,preco_qualidade,idade_cafe,avaliacao_rating,classificacao_preco
Ecuador Pichincha Typica,Paradise Roasters,Medium-Light,United States,Ecuador,7.61,93,March,2019,0.08182795698924732,5,High,caro
Ecuador Finca Carolina Fausto Romo,PT's Coffee Roasting Co.,Medium-Light,United States,Ecuador,6.91,93,March,2019,0.07430107526881721,5,High,caro
Ethiopia Hambela Alaka,Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,March,2019,0.05053763440860215,5,High,barato
Rwanda Rulindo Tumba,Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.41,91,March,2019,0.048461538461538466,5,High,barato
Eaagads Estate Kenya,Greater Goods Coffee Roasters,Medium-Light,United States,Kenya,5.58,94,March,2019,0.05936170212765957,5,High,intermediario
Ethiopia Guji,States Coffee & Mercantile,Medium-Light,United States,Ethiopia,5.29,94,March,2019,0.05627659574468085,5,High,barato
Ethiopia Yirgacheffe G1,Santos Coffee,Light,Hawai'i,Ethiopia,3.56,94,March,2019,0.03787234042553191,5,High,barato
Kenya Karindundu AA Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.29,97,February,2019,0.0545360824742268,5,Excellent,barato
Sumatra Aceh Gayo Mountain Kenawat Raisin Honey,Small Eyes Cafe,Medium-Light,Taiwan,Indonesia,6.8,93,April,2019,0.07311827956989247,5,High,caro
Ketiara Sumatra,Barrington Coffee Roasting,Light,United States,Indonesia,4.98,92,April,2019,0.0541304347826087,5,High,barato
Ethiopia Natural Guji Hambela G1 Bishan Fugu,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,95,April,2019,0.04842105263157894,5,High,barato
Tumba Rwanda,Corvus Coffee Roasters,Medium-Light,United States,Rwanda,5.0,92,March,2019,0.05434782608695652,5,High,barato
D.R. Congo Muungano Co-Op,Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.44,92,May,2019,0.0591304347826087,5,High,intermediario
Ethiopia Sidama Shantewene,Cafe Virtuoso,Medium-Light,United States,Ethiopia,5.58,95,April,2019,0.05873684210526316,5,High,intermediario
Kivu Belt Lot 32 Espresso,JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,93,April,2019,0.05118279569892473,5,High,barato
Kivu Belt Lot 32 Rwanda,JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,92,April,2019,0.05173913043478261,5,High,barato
Gesha Rebecca Natural,Small Eyes Café,Medium-Light,Taiwan,Ethiopia,4.96,95,April,2019,0.05221052631578947,5,High,barato
Aponte Colombia,Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.69,90,April,2019,0.052111111111111115,5,Medium,barato
Sumatra Gayo King Mandheling,Fumi Coffee,Medium,Taiwan,Indonesia,8.38,93,April,2019,0.09010752688172044,5,High,caro
Sumatra Pantan Musara,Paradise Roasters,Medium-Light,United States,Indonesia,5.86,93,April,2019,0.06301075268817205,5,High,intermediario
ASOPCAFA Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,91,May,2019,0.051318681318681315,5,High,barato
Honey Typica,Rusty's Hawaiian,Medium-Light,Hawai'i,Hawai'I,10.58,92,May,2019,0.115,5,High,caro
Colombia Las Joyas: Fidencio Martinez Lot,Beanfruit Coffee Co.,Medium-Light,United States,Colombia,4.7,91,May,2019,0.05164835164835165,5,High,barato
Ethiopia Oromia Guji Washed,Dou Zhai Coffee & Roast,Medium-Light,Taiwan,Ethiopia,8.53,94,May,2019,0.09074468085106382,5,High,caro
Ethiopia Sidamo Sasaba,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,92,June,2019,0.0575,5,High,barato
Ethiopia Gedeb Worka Sakaro,Direct Coffee,Medium-Light,Taiwan,Ethiopia,9.39,95,June,2019,0.0988421052631579,5,High,caro
Colombia Pink Bourbon,Paradise Roasters,Medium-Light,United States,Colombia,7.33,94,June,2019,0.07797872340425532,5,High,caro
Crystalina,Steady State Roasting Company,Medium-Light,United States,Colombia,5.88,94,June,2019,0.0625531914893617,5,High,intermediario
Kenya Kiambu Gititu AA,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.1,94,May,2019,0.054255319148936165,5,High,barato
Guatemala Finca El General BlackLand Lot,Kakalove Cafe,Medium,Taiwan,Guatemala,2.55,92,May,2019,0.027717391304347826,5,High,barato
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,92,May,2019,0.06065217391304348,5,High,intermediario
ASOPCAFA Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,91,May,2019,0.051318681318681315,5,High,barato
Rukera Espresso,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.23,97,July,2019,0.06422680412371135,5,Excellent,intermediario
Colombia Pink Bourbon El Corazon,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.82,93,July,2019,0.09483870967741936,5,High,caro
Ethiopia Hambela 1 Organic Natural Alaka,SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,92,June,2019,0.04793478260869565,5,High,barato
Peru Antonio Regalado Diaz El Huyacan La Palma,Big Shoulders Coffee,Medium-Light,United States,Peru,6.17,93,June,2019,0.06634408602150538,5,High,intermediario
Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,4.67,93,June,2019,0.05021505376344086,5,High,barato
Peru Natural Jose Herrera Lot 21,Kakalove Cafe,Medium-Light,Taiwan,Peru,3.68,93,June,2019,0.03956989247311828,5,High,barato
Guatemala Acatenango Washed Lot 503 Espresso,Kakalove Cafe,Medium,Taiwan,Guatemala,2.83,93,June,2019,0.03043010752688172,5,High,barato
Ethiopia Yirgacheffe Chelelektu Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,96,August,2019,0.05510416666666667,5,Excellent,barato
Kenya Kimaruri,Caffe Luxxe,Medium-Light,United States,Kenya,6.76,94,August,2019,0.07191489361702127,5,High,caro
Kenya Handege,Greater Goods Coffee Roasters,Medium,United States,Kenya,5.58,94,August,2019,0.05936170212765957,5,High,intermediario
Ethiopia Sidamo G4 Natural Espresso,Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,2.56,93,August,2019,0.027526881720430108,5,High,barato
Banco Gotete Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,4.82,93,July,2019,0.05182795698924732,5,High,barato
Ethiopia Washed Guji Dimtu Espresso,Kakalove Cafe,Medium-Dark,Taiwan,Ethiopia,3.19,93,July,2019,0.034301075268817205,5,High,barato
Rukera Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.23,97,July,2019,0.06422680412371135,5,Excellent,intermediario
Kenya Kiambu Uklili AA,Kakalove Cafe,Medium,Taiwan,Kenya,4.96,95,August,2019,0.05221052631578947,5,High,barato
Ethiopia Guji Shakisso Natural Lot 24,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.68,94,August,2019,0.03914893617021277,5,High,barato
Ethiopia Washed Yirgacheffe Nafasha Lot,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,94,August,2019,0.041382978723404254,5,High,barato
Mario Aguilar Grand Cru El Salvador,Deeper Roots Coffee,Medium,United States,El Salvador,7.35,91,August,2019,0.08076923076923076,5,High,caro
José Flores El Salvador Natural,Duluth Coffee,Medium,United States,El Salvador,9.92,91,August,2019,0.109010989010989,5,High,caro
Ethiopia Yirgacheffe Worka Gotiti Natural,94 Fresh Coffee,Medium-Light,Taiwan,Ethiopia,6.34,93,August,2019,0.06817204301075269,5,High,intermediario
Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,Medium,United States,Ethiopia,6.17,94,August,2019,0.06563829787234042,5,High,intermediario
Ethiopia Natural Yirgacheffe Blue Donkey Lot,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,94,August,2019,0.04521276595744681,5,High,barato
Guatemala Guayabales Single-Origin Espresso,Temple Coffee Roasters,Medium,United States,Guatemala,5.58,93,August,2019,0.06,5,High,intermediario
Kenya Chania Estate,Temple Coffee Roasters,Medium,United States,Kenya,6.76,92,August,2019,0.07347826086956522,5,High,caro
Guatemala Los Santos,Temple Coffee Roasters,Medium-Light,United States,Guatemala,5.58,92,August,2019,0.06065217391304348,5,High,intermediario
Ethiopia Sidamo Gora Kone,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,September,2019,0.05936170212765957,5,High,intermediario
Kebele Village Espresso,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.03,94,September,2019,0.053510638297872344,5,High,barato
Kebele Village Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.03,93,September,2019,0.05408602150537635,5,High,barato
Panama Finca San Sebastian,Jackrabbit Java,Medium-Light,United States,Panama,3.53,94,August,2019,0.0375531914893617,5,High,barato
Murang’a Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,5.5,93,August,2019,0.05913978494623656,5,High,intermediario
Murang’a Kenya Espresso,JBC Coffee Roasters,Medium-Light,United States,Kenya,5.5,93,August,2019,0.05913978494623656,5,High,intermediario
Yirgacheffe Gedeb G1 Natural,MJ Bear Coffee,Light,Taiwan,Ethiopia,4.96,94,August,2019,0.05276595744680851,5,High,barato
Ethiopia Sidama Naia Bomb Natural Vertical Reserve,Coffeebar,Medium-Light,United States,Ethiopia,5.88,93,October,2019,0.0632258064516129,5,High,intermediario
Ethiopia Guji Uraga,Pedestrian Coffee,Medium-Light,United States,Ethiopia,5.29,93,October,2019,0.05688172043010753,5,High,barato
Ethiopia Natural Yirgacheffe Banko Gotiti,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,94,October,2019,0.04893617021276595,5,High,barato
Guatemala Washed Finca El General Pache M-Plus Espresso,Kakalove Cafe,Medium,Taiwan,Guatemala,3.54,93,October,2019,0.03806451612903226,5,High,barato
Guatemala Washed Finca El General Pache,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.54,92,October,2019,0.03847826086956522,5,High,barato
Guatemala Washed Finca El General Lot Summer End Espresso,Kakalove Cafe,Medium,Taiwan,Guatemala,2.83,92,October,2019,0.030760869565217393,5,High,barato
Colombia La Esperanza Natural XO,Durango Coffee Company,Medium,United States,Colombia,8.8,92,October,2019,0.09565217391304348,5,High,caro
Indonesia Sumatra Gayo Espresso,Simon Hsieh's Aroma Roast Coffees,Dark,Taiwan,Indonesia,8.5,94,October,2019,0.09042553191489362,5,High,caro
Ethiopia Limu Nano Challa Lot #10,Branch Street Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,94,September,2019,0.060957446808510646,5,High,intermediario
Cordillera del Fuego Costa Rica Anaerobic,Collage Coffee,Medium-Light,United States,Costa Rica,5.29,93,November,2019,0.05688172043010753,5,High,barato
Costa Rica Anaerobic,Manzanita Roasting Company,Light,United States,Costa Rica,5.29,93,November,2019,0.05688172043010753,5,High,barato
Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,Coffeebar,Medium-Light,United States,Ethiopia,5.88,93,November,2019,0.0632258064516129,5,High,intermediario
Kenya Kibirigwi Thunguri,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,October,2019,0.06956989247311827,5,High,caro
Colombia Huila,Baba Java Coffee,Light,United States,Colombia,5.29,91,October,2019,0.05813186813186813,5,High,barato
Nicaragua Finca Idealista,South Slope Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,92,October,2019,0.0575,5,High,barato
Ethiopia Guji Gerbicho Natural,Souvenir Coffee,Medium-Light,United States,Ethiopia,4.7,92,October,2019,0.051086956521739134,5,High,barato
Panama Elida Natural Catuai,Klatch Coffee,Medium-Light,United States,Panama,6.45,95,November,2019,0.06789473684210527,5,High,caro
Cate Natural G5,Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,3.2,95,November,2019,0.03368421052631579,5,High,barato
Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,Klatch Coffee,Medium-Light,United States,Ethiopia,5.28,93,November,2019,0.0567741935483871,5,High,barato
Kenya Nyeri Othaya Gura AA,Klatch Coffee,Medium-Light,United States,Kenya,6.16,93,November,2019,0.06623655913978495,5,High,intermediario
Ethiopia Konga Natural,Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,93,November,2019,0.06881720430107527,5,High,caro
Gachami Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,5.64,94,November,2019,0.06,5,High,intermediario
Cordillera del Fuego Costa Rica Anaerobic,Black & White Coffee Roasters,Medium-Light,United States,Costa Rica,5.88,93,November,2019,0.0632258064516129,5,High,intermediario
Kenya Kiandu Peaberry,Quartet Kaffe,Medium-Light,Taiwan,Kenya,9.12,95,December,2019,0.09599999999999999,5,High,caro
Ethiopia Idido Wegida,Amavida Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,93,December,2019,0.06301075268817205,5,High,intermediario
Kenya Kirinyaga,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.17,93,December,2019,0.06634408602150538,5,High,intermediario
Ethiopia Herfusa Single Variety Natural,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.0,93,December,2019,0.08602150537634409,5,High,caro
Guatemala La Folie,Big Shoulders Coffee,Medium-Light,United States,Guatemala,6.17,92,December,2019,0.06706521739130435,5,High,intermediario
Ethiopia Yirgacheffe Washed,MK Coffee Roasters,Medium,Taiwan,Ethiopia,6.4,91,December,2019,0.07032967032967033,5,High,caro
Guatemala Concepción Buena Vista,Klatch Coffee,Medium-Light,United States,Guatemala,4.98,90,December,2019,0.05533333333333334,5,Medium,barato
Ethiopia Yirgacheffe Aricha G1,Chez Cafe,Medium-Light,Taiwan,Ethiopia,4.8,93,December,2019,0.05161290322580645,5,High,barato
Kenya Kiambu Peaberry Uklili 1904 Lot,Kakalove Cafe,Medium,Taiwan,Kenya,4.25,94,November,2019,0.04521276595744681,5,High,barato
Kenya Kiambu AB Uklili 1903 Lot,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.25,94,November,2019,0.04521276595744681,5,High,barato
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,94,November,2019,0.04521276595744681,5,High,barato
Ethiopia Nansebo Worka,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,95,November,2019,0.06494736842105263,5,High,intermediario
Costa Rica Las Lajas Red Honey,Durango Coffee Company,Medium,United States,Costa Rica,4.69,93,December,2019,0.05043010752688173,5,High,barato
Ethiopia Yirgacheffe Espresso Mekuriya Gobena,Paradise Roasters,Medium,United States,Ethiopia,5.86,93,January,2020,0.06301075268817205,4,High,intermediario
Ethiopia Shakiso,Battlecreek Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,93,January,2020,0.05688172043010753,4,High,barato
Finca La Montana Costa Rica,Press House Coffee,Medium,United States,Costa Rica,4.03,92,January,2020,0.043804347826086956,4,High,barato
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,95,January,2020,0.09263157894736843,4,High,caro
Ethiopia Sidamo Bensa Asefa Dukamo Washed,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,93,January,2020,0.08602150537634409,4,High,caro
Ethiopia Suke Quto Honey,Paradise Roasters,Medium-Light,United States,Ethiopia,5.81,95,December,2019,0.0611578947368421,5,High,intermediario
Single-Origin Espresso,Guorizi Zhai Coffee,Medium,Taiwan,Colombia,6.61,93,December,2019,0.0710752688172043,5,High,caro
Kenya Kiambu “Summer Love”,Rotate Fun Club,Medium,Taiwan,Kenya,8.53,91,December,2019,0.09373626373626373,5,High,caro
Ethiopia Sidamo,Larry's Coffee,Medium,United States,Ethiopia,4.11,92,February,2020,0.044673913043478265,4,High,barato
Ethiopia Sidamo,Joe Van Gogh,Medium-Light,United States,Ethiopia,4.11,90,February,2020,0.04566666666666667,4,Medium,barato
Sidamo Suke Quto,Signature Reserve,Medium,United States,Ethiopia,3.32,90,February,2020,0.03688888888888889,4,Medium,barato
Ethiopia Guji Uraga Wolisho Natural,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,6.23,91,February,2020,0.06846153846153846,4,High,intermediario
Guatemala Maragogype La Providencia,Bird Rock Coffee Roasters,Medium-Light,United States,Guatemala,5.58,93,February,2020,0.06,4,High,intermediario
Halo Hartume Espresso,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.26,94,January,2020,0.055957446808510634,4,High,barato
Ethiopia Yetagesu Bulebula,Revel Coffee,Medium-Light,United States,Ethiopia,5.14,93,February,2020,0.055268817204301074,4,High,barato
Ethiopia Guji Darii Kojowa Grade 1,Cloud City Coffee,Medium-Light,United States,Ethiopia,5.29,92,February,2020,0.0575,4,High,barato
Ethiopia Reko Estate Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,92,February,2020,0.06228260869565218,4,High,intermediario
Ethiopia Sidama Anaerobic,Paradise Roasters,Medium-Light,United States,Ethiopia,5.81,94,February,2020,0.06180851063829787,4,High,intermediario
Kenya Nyeri AA Ichuga,Jackrabbit Java,Medium,United States,Kenya,3.53,92,February,2020,0.0383695652173913,4,High,barato
Wolde Hirbe Natural Espresso,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.41,92,February,2020,0.058804347826086956,4,High,intermediario
La Coipa Peru,JBC Coffee Roasters,Medium-Light,United States,Peru,4.76,90,February,2020,0.05288888888888889,4,Medium,barato
Ethiopia Violent Andromeda Natural,Quartet Kaffe,Medium,Taiwan,Ethiopia,9.6,94,February,2020,0.10212765957446808,4,High,caro
Kenya Nyeri Yerihar AA Lot 1901 Espresso,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,95,February,2020,0.04842105263157894,4,High,barato
Idido,Counter Culture Coffee,Medium-Light,United States,Ethiopia,4.41,93,February,2020,0.04741935483870968,4,High,barato
Ethiopia FTO,Equator Coffees,Medium-Light,United States,Ethiopia,5.29,92,February,2020,0.0575,4,High,barato
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,91,March,2020,0.0578021978021978,4,High,barato
Birambo Village DR Congo Espresso,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,90,March,2020,0.058444444444444445,4,Medium,barato
KonAroma Direct Trade Kona,Jampot Poorrock Abbey,Medium,United States,Hawai'I,10.58,92,March,2020,0.115,4,High,caro
Costa Rica Tarrazu Hacienda La Pradera,Jampot Poorrock Abbey,Medium,United States,Costa Rica,3.97,91,March,2020,0.04362637362637363,4,High,barato
Elida Natural Dragonfly Lot,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,5.88,95,March,2020,0.06189473684210526,4,High,intermediario
Ethiopia Dimtu,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,95,February,2020,0.06494736842105263,4,High,intermediario
Kona Double-Washed Black Rock Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,5.86,92,February,2020,0.06369565217391304,4,High,intermediario
Ethiopia Wush Wush,Revel Coffee,Light,United States,Ethiopia,9.7,96,April,2020,0.10104166666666665,4,Excellent,caro
Ethiopia Hassen Ware Akrabi,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,6.61,94,April,2020,0.07031914893617022,4,High,caro
Ethiopia Sidama Bombe Natural,Fire Ridge Coffee,Medium,United States,Ethiopia,5.29,93,April,2020,0.05688172043010753,4,High,barato
Ethiopia Adame Garbota,Olympia Coffee Roasting,Medium-Light,United States,Ethiopia,5.0,93,April,2020,0.053763440860215055,4,High,barato
Ethiopia Danse Mormora,Bluebeard Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,92,April,2020,0.0575,4,High,barato
Ethiopia Keramo Washed,Dapper & Wise,Medium-Light,United States,Ethiopia,5.88,92,April,2020,0.06391304347826086,4,High,intermediario
Costa Rica Luis Campos Anaerobic,Revel Coffee,Medium-Light,United States,Costa Rica,6.76,94,April,2020,0.07191489361702127,4,High,caro
Colombia Granja La Esperanza Tres Dragones,PT's Coffee Roasting Co.,Medium-Light,United States,Colombia,6.91,94,April,2020,0.07351063829787234,4,High,caro
Kenya Wanjengi AA,Quartet Kaffe,Medium,Taiwan,Kenya,8.48,92,April,2020,0.09217391304347826,4,High,caro
Colombia Finca La Loma Microlot,BeanFruit Coffee Co.,Medium-Light,United States,Colombia,4.85,94,March,2020,0.05159574468085106,4,High,barato
Burundi Kibingo,Big Shoulders Coffee,Light,United States,Burundi,6.17,92,March,2020,0.06706521739130435,4,High,intermediario
Indestec El Paraiso,Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,94,May,2020,0.09063829787234041,4,High,caro
Monteblanco Cold Fermentation Geisha,Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,94,May,2020,0.09063829787234041,4,High,caro
Ten Anniversary Blend,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,5.0,93,April,2020,0.053763440860215055,4,High,barato
Seasonal Ethiopia Yirgacheffe Natural,modcup coffee,Light,United States,Ethiopia,5.88,91,April,2020,0.06461538461538462,4,High,intermediario
DR Congo Muungano Co-op South Kivu,Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.88,93,April,2020,0.0632258064516129,4,High,intermediario
Ethiopia Natural Guji PB JackyLai Lot,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,94,April,2020,0.04521276595744681,4,High,barato
Kakalove Ethiopia Natural Yirgacheffe Boyrfi,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,93,April,2020,0.0456989247311828,4,High,barato
Colombia Finca Lord Baltimore Papayo,Paradise Roasters,Light,United States,Colombia,7.33,94,May,2020,0.07797872340425532,4,High,caro
Lekali Estate Reserve Nepal,Press House Coffee,Medium-Light,United States,Nepal,7.05,92,May,2020,0.0766304347826087,4,High,caro
"Salvador, Kona",Kona Roasted,Medium,Hawai'i,Hawai'I,10.58,91,May,2020,0.11626373626373626,4,High,caro
Ethiopia Shantawene Washed,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,96,May,2020,0.06427083333333333,4,Excellent,intermediario
Organic Suke Quto Ethiopia,Greater Goods Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,95,May,2020,0.05873684210526316,4,High,intermediario
Ethiopia Konga,The WestBean Coffee Roasters,Medium,United States,Ethiopia,5.29,93,May,2020,0.05688172043010753,4,High,barato
DR Congo Muungano,Cafe Grumpy,Medium-Light,United States,Democratic Republic Of The Congo,5.88,93,May,2020,0.0632258064516129,4,High,intermediario
Colombian,Durango Coffee Company,Medium-Light,United States,Colombia,5.86,93,May,2020,0.06301075268817205,4,High,intermediario
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,June,2020,0.06,4,High,intermediario
Ethiopia BergWu SP Series: Wuri Red Cherries 19/EXP02,Vennel Coffee,Medium,Taiwan,Ethiopia,8.46,92,June,2020,0.09195652173913045,4,High,caro
Wood Valley Single Estate Ka’u,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.58,93,June,2020,0.11376344086021506,4,High,caro
Organic Ethiopia Agaro-Nano Challa,Paradise Roasters,Medium-Light,United States,Ethiopia,6.75,94,June,2020,0.07180851063829788,4,High,caro
Guatemala Vista Al Bosque,Oak & Bond Coffee Company,Medium,United States,Guatemala,5.58,93,June,2020,0.06,4,High,intermediario
Kenya Embu Gicherori Factory AA Top,GK Coffee,Medium-Light,Taiwan,Kenya,9.28,95,June,2020,0.09768421052631578,4,High,caro
Colombia Huila Los Lagos Washed Geisha,Kakalove Cafe,Medium-Light,Taiwan,Colombia,6.37,92,June,2020,0.06923913043478261,4,High,caro
Ethiopia Nano Genji #4,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,93,June,2020,0.059247311827956985,4,High,intermediario
Finca Kusillo Bolivia,Corvus Coffee Roasters,Medium-Light,United States,Bolivia,5.88,93,May,2020,0.0632258064516129,4,High,intermediario
Nano Genji Agaro Gera,Temple Coffee Roasters,Medium,United States,Ethiopia,6.17,94,June,2020,0.06563829787234042,4,High,intermediario
Sumatra Pantan Musara,Revel Coffee,Medium-Light,United States,Indonesia,6.17,94,June,2020,0.06563829787234042,4,High,intermediario
Colombia Nariño,Revel Coffee,Medium-Light,United States,Colombia,5.0,93,June,2020,0.053763440860215055,4,High,barato
Ethiopian Yirgacheffe Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,94,June,2020,0.0625531914893617,4,High,intermediario
Sumatra Gayo G1 Triple-Picked Lot 005,Kakalove Cafe,Medium-Light,Taiwan,Indonesia,3.19,94,June,2020,0.03393617021276596,4,High,barato
Guatemala Guaya’B Coop,States Coffee & Mercantile,Medium-Light,United States,Guatemala,5.29,92,June,2020,0.0575,4,High,barato
Nano Genji #4 Espresso,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,96,June,2020,0.05739583333333333,4,Excellent,intermediario
Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,93,June,2020,0.053763440860215055,4,High,barato
Brazil Ipanema Black Edition A-41 Red Cherry,GK Coffee,,Taiwan,Brazil,4.27,94,July,2020,0.04542553191489361,4,High,barato
Ethiopia Sidama Keramo Village,modcup coffee,Medium-Light,United States,Ethiopia,7.35,94,June,2020,0.07819148936170213,4,High,caro
Karimiuki Espresso,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,96,July,2020,0.06427083333333333,4,Excellent,intermediario
Karimiuki Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,95,July,2020,0.06494736842105263,4,High,intermediario
Colombia Buesaco,Oak & Bond Coffee Company,Medium-Light,United States,Colombia,5.29,93,July,2020,0.05688172043010753,4,High,barato
El Floral Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,6.17,95,July,2020,0.06494736842105263,4,High,intermediario
El Salvador Geisha Natural,Paradise Roasters,Medium-Light,United States,El Salvador,9.96,94,July,2020,0.10595744680851064,4,High,caro
Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.23,93,July,2020,0.08849462365591398,4,High,caro
Ethiopia Natural Guji Lot D Minor,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,95,July,2020,0.040947368421052635,4,High,barato
Nano Challa #6 Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.36,93,July,2020,0.05763440860215054,4,High,intermediario
El Salvador Pacamara,RamsHead Coffee Roasters,Medium,United States,El Salvador,5.28,92,July,2020,0.05739130434782609,4,High,barato
Guatemala Bella Carmona,Conscious Cup Coffee Roasters,Medium-Light,United States,Guatemala,5.58,94,August,2020,0.05936170212765957,4,High,intermediario
Ethiopia Yirgacheffe Kochere Debo,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,94,August,2020,0.04382978723404255,4,High,barato
Ethiopia Guji Natural Water-Processed Decaf,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,90,August,2020,0.04577777777777778,4,Medium,barato
Ethiopia Guji Hambela Buku Abel Natural G1,Atom Coffee Roasters,Medium-Light,Taiwan,Ethiopia,5.77,93,August,2020,0.062043010752688164,4,High,intermediario
Ethiopia Haro Guta Natural,David's Nose,Light,Taiwan,Ethiopia,5.66,94,August,2020,0.06021276595744681,4,High,intermediario
Ethiopia Yirgacheffe Harfusa G1,Atom Coffee Roasters,Medium-Light,Taiwan,Ethiopia,5.82,93,August,2020,0.06258064516129033,4,High,intermediario
Kenya AA Kirinyaga Kii,94 Fresh Coffee,Medium-Light,Taiwan,Kenya,8.5,95,August,2020,0.08947368421052632,4,High,caro
